0.03	0.03	0.913419	-0.00719883	0.406956	3.998
0.04	0.08	0.912228	0.0022069	0.409676	4.0035
0.04	0.02	0.913082	0.00468344	0.407749	4.007
0.1	0.02	0.911933	-0.00181335	0.410335	4.01
0.04	0.02	0.912871	0.00618116	0.408201	4.015
0.09	-1.04083e-17	0.91363	0.00786534	0.40647	4.0165
0.04	-0.02	0.916648	0.00791448	0.399617	4.0185
0.08	0.09	0.916044	0.00118417	0.401077	4.0265
0.02	0.06	0.911047	0.00591505	0.412261	5.6205
0.02	0.1	0.911226	-0.0040993	0.411887	5.6375
0.01	0.07	0.913986	0.00205114	0.405741	5.6545
0.06	0.06	0.912181	-0.00634706	0.409739	5.661
0.02	-0.05	0.911055	-0.00780503	0.412212	6.8895
0	-0.06	0.911146	0.00329241	0.412071	6.892
4.44089e-16	0.05	0.911841	0.00645962	0.410492	6.9015
0	-0.02	0.912484	-0.000983025	0.409111	6.9055
0	0.03	0.911123	0.00701776	0.412074	6.908
0	0.1	0.911491	0.0021562	0.411314	6.9085
0.01	-0.08	0.912608	-0.00178134	0.408831	6.9165
0.02	0.04	0.913615	-0.00310143	0.406568	6.9225
0.02	-0.09	0.91381	-0.00587554	0.4061	6.934
0.02	-0.01	0.913865	0.00155492	0.406015	6.9355
0.01	-0.08	0.914772	0.00515423	0.403938	6.939
0.05	-0.03	0.911253	-0.000659823	0.411846	6.94
0	-1.04083e-17	0.915908	0.00703269	0.401327	6.9405
0.02	0.03	0.913965	-0.00401201	0.405772	6.941
0.05	-0.01	0.912569	0.00458671	0.408898	6.943
0.04	-0.09	0.914968	-0.00491917	0.403495	6.9475
0.02	-0.01	0.91594	-0.00191934	0.401311	6.949
0.09	0.02	0.910639	-0.00697159	0.413144	6.9515
0.06	-0.08	0.91357	-0.00720128	0.406618	6.9545
0.08	-0.01	0.911851	-0.000360317	0.410521	6.9555
0.07	-0.06	0.912986	0.00286344	0.407981	6.9565
0.06	-0.05	0.912619	0.00130857	0.408809	6.957
0.09	0.1	0.911475	0.00153433	0.411352	6.957
0.07	-0.06	0.913876	-0.000382112	0.405992	6.9575
0.07	-0.07	0.913807	-0.00682813	0.406091	6.9595
0.09	-0.04	0.911622	-0.000706175	0.411029	6.9615
0.1	0.03	0.911808	0.000541208	0.410616	6.9615
0.07	-0.07	0.913305	0.0064076	0.407226	6.962
0.03	0.05	0.916433	-0.00732071	0.40012	6.9625
0.08	-0.02	0.912071	0.00295	0.410021	6.9625
0.04	0.06	0.915988	-0.00455802	0.401179	6.966
0.05	-0.04	0.916383	-0.00470999	0.400276	6.971
0.07	0.09	0.914448	0.00611434	0.404657	6.974
0.03	0.08	0.91686	0.00103769	0.399208	6.9745
0.06	-1.04083e-17	0.916244	0.00515436	0.400588	6.977
0.02	-0.1	0.912186	0.00231456	0.409771	7.987
0.05	-0.01	0.911912	0.0054498	0.41035	8.0005
4.44089e-16	-0.05	0.913452	0.00806244	0.406867	8.004
0.03	0.07	0.912245	0.00579607	0.409603	8.005
0.05	-0.08	0.912857	0.00291721	0.408268	8.0115
0.04	-0.06	0.911959	-0.00746761	0.410214	8.012
0.07	0.01	0.910657	-0.00790047	0.413089	8.0175
0.05	0.01	0.913299	0.00118943	0.407289	8.0225
0.07	0.04	0.912867	-0.00831695	0.408173	8.026
0.06	0.02	0.91273	-0.000118703	0.408564	8.0305
0.05	0.08	0.914773	0.00405834	0.403948	8.031
0.07	0.02	0.914575	0.00776177	0.404342	8.048
4.44089e-16	0.01	0.912481	-0.00196187	0.409115	8.9165
4.44089e-16	-0.05	0.911376	-0.00273118	0.411566	8.9215
0.07	-1.04083e-17	0.910344	-0.00401924	0.413834	8.9395
0.03	0.08	0.912291	-0.00494522	0.409513	8.94
0.03	0.02	0.913147	-0.00570792	0.40759	8.9415
0.03	-0.07	0.91396	0.00302949	0.405794	8.9435
0.01	0.04	0.914015	0.00578814	0.405638	8.945
0.09	0.04	0.910236	0.0052893	0.414056	8.954
0.04	0.06	0.912348	0.00339207	0.409401	8.9605
0.04	0.06	0.91253	0.000376749	0.409009	8.962
0.09	-0.1	0.910365	0.00730835	0.413741	8.9675
0.03	-0.08	0.915242	0.00819069	0.402822	8.982
0.01	-0.08	0.916975	0.0066882	0.398888	8.9855
0.06	-0.02	0.913845	-0.000709031	0.406062	8.9875
0.07	-0.07	0.913476	-0.00687864	0.406834	8.9875
0.03	-0.07	0.916326	-0.000967463	0.400432	8.9885
0.05	-0.08	0.915641	-0.0062426	0.401948	8.9945
0.09	-0.09	0.912961	0.000194399	0.408046	8.995
